328,Change Management API,This JSR defines an interface to Change Management Systems handling and approving Requests for Changes.,Withdrawn,The JSR 328 was designed to assure a 'standard' in handling OSS(/J) change amangement and to tie it the other existing OSS/J JSRs. It was developed in close cooperation with our customer based on his requirements. Since our customer constantly diverges from the standards and since the proposal was dormant for a long time without any interest on the topic it makes no sense for our company to further pursue this proposal.,Withdrawn,,,2016/4/11,Christian Klaus Ascom Deutschland GmbH,,
329,Portlet 2.0 Bridge for JavaServerTM Faces 1.2 Specification,The Portlet 2.0 Bridge defines the semantics for executing JavaServer Faces views within a portlet.,Maintenance,,Maintenance Review Ballot,2015/8/18,2015/8/24,,Michael Freedman Oracle,Neil Griffin Liferay Inc,
330,Dependency Injection for Java,We propose to maximize reusability testability and maintainability of Java code by standardizing an extensible dependency injection API.,Final,,Final Release,2009/10/14,,,Rod Johnson VMware,Bob Lee Lee Bob,
331,Constraint Programming API,This specification defines a Java runtime API for constraint programming. The CP API prescribes a set of fundamental operations used to define and solve constraint satisfaction and optimization problems.,Maintenance,,Maintenance Release,2012/10/16,,,Jacob Feldman Feldman Jacob,,
332,Email Client API for JavaTM ME,The Email Client API (EMC) for Java ME enables Java ME applications to access Email services like sending/receiving of Emails and corresponding notifications.,Dormant,The Executive Committee voted to list this JSR as dormant in July 2013.,JSR Review Ballot,2009/11/17,2009/11/30,,Gandhi Kishor Addanki Samsung Electronics Corporation,Lakshmi Narayana Thummala Samsung Electronics Corporation,
333,Content Repository API for Java Technology 2.1,As the version 2.1 of the Content Repository for Java Technology API the aim is to further expand and refine the specification based on feedback from the community.,Dormant,The Specification Lead chose to list this JSR as dormant in December 2014.,Proposed Final Draft,2013/8/31,,,Peeter Piegaze Adobe Systems Inc.,,
334,Small Enhancements to the JavaTM Programming Language,A successor to JSR 201 to enhance the Java programming language with an assortment of small changes to improve productivity. Changes must be simultaneously small in specification implementation and testing.,Final,,Final Release,2011/7/20,,,Joe Darcy Oracle,,
335,Lambda Expressions for the JavaTM Programming Language,Extend the Java language to support compact lambda expressions (closures) as well as related language and library features to enable the Java SE APIs to use lambda expressions effectively.,Final,,Final Release,2014/3/4,,,Brian Goetz Oracle,,
336,JavaTM SE 7 Release Contents,The Umbrella JSR for the seventh edition of the Java SE Platform,Maintenance,,Maintenance Release,2015/3/12,,,Mark Reinhold Oracle,,
337,JavaTM SE 8 Release Contents,The Umbrella JSR for the eighth edition of the Java SE Platform,Maintenance,,Maintenance Release,2015/3/3,,,Mark Reinhold Oracle,,
338,JavaTM Persistence 2.1,The Java Persistence API is the Java API for the management of persistence and object/relational mapping in Java EE and Java SE environments.,Final,,Final Release,2013/5/22,,,Linda Demichiel Oracle,Lukas Jungmann Oracle,
339,JAX-RS 2.0: The Java API for RESTful Web Services,This JSR will develop the next version of JAX-RS the API for for RESTful (Representational State Transfer) Web Services in the Java Platform.,Maintenance,,Maintenance Release,2014/10/13,,,Santiago Pericasgeertsen Oracle,Marek Potociar Oracle,
340,Java Servlet 3.1 Specification,This JSR is to develop the next version of Java Servlets - Java Servlets 3.1,Final,,Final Release,2013/5/28,,,Shing Wai Chan Oracle,Rajiv Mordani Oracle,
341,Expression Language 3.0,This is an update to Expression Language 2.2 currently part of JSR 245 JavaServer Page (JSP) 2.2.,Final,,Final Release,2013/5/22,,,Kinman Chung Oracle,,
342,JavaTM Platform Enterprise Edition 7 (Java EE 7) Specification,This JSR will develop Java EE 7 the next version of the Java Platform Enterprise Edition.,Maintenance,,Maintenance Release,2015/7/3,,,Linda Demichiel Oracle,William Shannon Oracle,
343,JavaTM Message Service 2.0,This is an update to the Java Message Service API an existing API for accessing enterprise messaging systems from Java programs.,Maintenance,,Maintenance Release,2015/3/16,,,Nigel Deakin Oracle,,
344,JavaServerTM Faces 2.2,This JSR is an update to the 2.1 version of the JavaServer Faces specification. This is the first major revision of the JavaServer Specification since JSR 314.,Final,,Final Release,2013/5/21,,,Edward Burns Oracle,,
345,Enterprise JavaBeansTM 3.2,Enterprise JavaBeans is an architecture for the development and deployment of component-based business applications.,Final,,Final Release,2013/5/28,,,Marina Vatkina Oracle,,
346,Contexts and Dependency Injection for JavaTM EE 1.1,Updates and clarifications to CDI 1.0 along much requested features.,Maintenance,,Maintenance Release,2014/4/18,,,Pete Muir Red Hat,,
347,Data Grids for the JavaTM Platform,This JSR proposes an API for interacting with in-memory and disk-based distributed data grids.,Withdrawn,Withdrawn at the Spec Lead's request: 'The JSR has failed to obtain sufficient interest and participation in the JCP community and has barely evolved since its inception. We are therefore requesting its withdrawal.',Withdrawn,,,2015/1/6,No Current Spec Lead No SL Company,,
348,Towards a new version of the Java Community Process,This JSR proposes a variety of changes and adjustments to the Java Community Process.,Final,,Final Release,2011/10/18,,,Patrick Curran Oracle,,
349,Bean Validation 1.1,Bean Validation standardizes constraint definition declaration and validation for the Java platform. For more information on Bean Validation and how to participate check out http://beanvalidation.org.,Final,,Final Release,2013/5/24,,,Emmanuel Bernard Red Hat,,
350,Java State Management,This JSR will develop an API that applications and JavaEE containers can use to offload the responsibility of state management into third party providers with different quality of service characteristics.,Rejected,This JSR was not approved to continue by the Executive Committee in the JSR Renewal Ballot.,Rejected,,,2015/5/12,Tim Watson Oracle,,
351,JavaTM Identity API,This JSR will develop the Identity API for the Java Platform.,Withdrawn,Withdrawn at the request of the Spec Lead.,Withdrawn,,,2016/7/6,Ronald Monzillo Oracle,,
352,Batch Applications for the Java Platform,This JSR specifies a programming model for batch applications and a runtime for scheduling and executing jobs.,Maintenance,,Maintenance Release,2014/8/19,,,Chris Vignola IBM,,
353,JavaTM API for JSON Processing,The Java API for JSON Processing (JSON-P) JSR will develop a Java API to process (for e.g. parse generate transform and query) JSON.,Final,,Final Release,2013/5/23,,,Jitendra Kotamraju Oracle,,
354,Money and Currency API,Provides an API for representing transporting and performing comprehensive calculations with Money and Currency.,Final,,Final Release,2015/5/13,,,Anatole Tresch Credit Suisse,,
355,JCP Executive Committee Merge,Since Java is One Platform this JSR will merge the two Executive Committees into one and will reduce the total number of EC members.,Final,,Final Release,2012/8/22,,,Patrick Curran Oracle,,
356,JavaTM API for WebSocket,The Java API for WebSocket JSR will define a standard API for creating WebSocket applications.,Maintenance,,Maintenance Release,2014/8/13,,,Danny Coward Oracle,,
357,Social Media API,This specification proposes an API for accessing and providing social information networks,Rejected,This JSR was not approved by the SE/EE Executive Committee in the JSR Approval Ballot.,Rejected,,,2012/3/20,Werner Keil Keil Werner,Antoine Sabot-Durand Sabot-Durand Antoine,
358,A major revision of the Java Community Process,This JSR will make a variety of changes and adjustments to the Java Community Process revising the Process Document the EC Standing Rules and the JSPA.,Withdrawn,At the January 2016 meeting of the JCP Executive Committee (EC) the EC was informed that Oracle Legal had advised that no changes should be made to the JSPA or to JSR licensing models while litigation is ongoing (see the public minutes for more details).Consequently the EC decided at the March meeting to withdraw (close) JSR 358. Another JSR ('JCP.next.5') will be opened to work on changes that can be implemented by modifying only the Process Document and we hope and expect that we will be able to pick up the more substantive changes that were being considered for JSR 358 as soon as the litigation is completed.,Withdrawn,,,2016/3/30,Patrick Curran Oracle,,
359,SIP Servlet 2.0,SIP Servlet API is the standard platform for implementing SIP based services.,Final,,Final Release,2015/4/11,,,Binod PG Oracle,,
360,Connected Limited Device Configuration 8,CLDC 8 will be an evolutionary update to CLDC 1.1.1 to bring the VM Java Language and libraries up to date with Java SE 8.,Final,,Final Release,2014/4/30,,,Michael Lagally Oracle,Roger Riggs Oracle,
361,JavaTM ME Embedded Profile,Update IMP(-NG) to align with state-of-the-art features and current embedded device market requirements.,Final,,Final Release,2014/4/30,,,Volker Bauche Oracle,,
362,Portlet Specification 3.0,This update to the Portlet Specification will address progress in Java EE client-side web and mobile technology that has taken place since JSR286 Portlet Specification 2.0 became final in 2008.,Active,,Final Release,2017/4/12,,,Martin Nicklous IBM,,
363,Units of Measurement API,This JSR specifies Java packages for modeling and working with measurement values quantities and their corresponding units.,Active,,Final Release,2016/9/13,,,Jean-Marie Dautelle Dautelle Jean-Marie,Werner Keil Keil Werner,Leonardo Lima V2COM
364,Broadening JCP Membership,This aims to broaden JCP participation by defining new membership classes changing existing membership categories enabling participation by the community and ensuring the appropriate Intellectual Property commitments from JCP Members.,Active,,Maintenance Release,2016/9/13,,,Heather VanCura Oracle,,
365,Contexts and Dependency Injection for JavaTM 2.0,This JSR is a major evolution of the CDI 1.1 (JSR 346) specification. Focused on modularity and Java SE support.,Active,,Final Approval Ballot,2017/4/25,2017/5/8,,Antoine Sabot-Durand Red Hat,,
366,Java Platform Enterprise Edition 8 (Java EE 8) Specification,This JSR is to develop Java EE 8 the next release of the Java Platform Enterprise Edition.,Active,,Public Review Ballot,2017/5/30,2017/6/12,,Linda Demichiel Oracle,William Shannon Oracle,
367,JavaTM API for JSON Binding (JSON-B),A standard binding layer (metadata & runtime) for converting Java objects to/from JSON messages.,Active,,Proposed Final Draft,2017/4/19,,,Dmitry Kornilov Oracle,,
368,JavaTM Message Service 2.1,The JMS API is an API for accessing enterprise messaging systems from Java programs. This JSR is to develop JMS 2.1 the next version of the API.,Withdrawn,Withdrawn at the request of the Spec Lead.,Withdrawn,,,2016/11/29,Nigel Deakin Oracle,,
369,JavaTM Servlet 4.0 Specification,This JSR aims to expose the latest advances in HTTP to users of JavaEE as well as providing a vehicle for continual improvement in this foundational Java EE API.,Active,,Public Review Ballot,2017/5/23,2017/6/5,,Edward Burns Oracle,Shing Wai Chan Oracle,
370,JavaTM API for RESTful Web Services (JAX-RS 2.1) Specification,This JSR is to develop JAX-RS 2.1 the next release of Java API for RESTful Web Services.,Active,,Public Review Ballot,2017/5/23,2017/6/5,,Pavel Bucek Oracle,,Santiago Pericasgeertsen Oracle
371,Model-View-Controller (MVC 1.0) Specification,This JSR is to develop MVC 1.0 a model-view-controller specification for Java EE.,Active,,Transfer Ballot,2017/1/17,2017/1/30,,Ivar Grimstad Grimstad Ivar,Christian Kaltepoth ingenit GmbH & Co. KG,
372,JavaServer Faces (JSF 2.3) Specification.,This JSR is to develop JSF 2.3 the next release of Java Server Faces.,Active,,Final Release,2017/4/17,,,Edward Burns Oracle,Manfred Riem Oracle,
373,JavaTM EE Management API 2.0,This JSR is to update JSR 77 with REST interfaces and incorporate deployment as a standard part of the management interface.,Withdrawn,Withdrawn at the request of the Spec Lead.,Withdrawn,,,2016/11/29,Martin Mares Oracle,,
374,JavaTM API for JSON Processing 1.1,This JSR is to provide an update for the Java API for JSON Processing Specification.,Active,,Final Approval Ballot,2017/4/18,2017/5/1,,Dmitry Kornilov Oracle,,
375,JavaTM EE Security API,The goal of this JSR is to improve the Java EE platform by ensuring the Security API aspect is useful in the modern cloud/PaaS application paradigm.,Active,,Early Draft Review,2017/3/13,2017/4/12,,Will Hopkins Oracle,,
376,JavaTM Platform Module System,Define a module system for the Java Platform.,Active,,Public Review Ballot,2017/4/25,2017/5/8,,Mark Reinhold Oracle,,
377,Desktop|Embedded Application API,The purpose of this specification is to standardize common behavior found in desktop & embedded applications,Active,,JSR Renewal Ballot 2,2017/3/14,2017/3/27,,Andres Almiray Almiray Andres,,
378,Portlet 3.0 Bridge for JavaServerTM Faces 2.2 Specification,The Java Portlet 3.0 Bridge for JavaServer Faces 2.2 Specification defines the required behavior of a control environment that enables JSF applications to be accessed as Java portlets.,Active,,JSR Renewal Ballot,2016/10/4,2016/10/17,,Neil Griffin Liferay Inc,,
379,JavaTM SE 9 Release Contents,The Umbrella JSR for the ninth edition of the Java SE Platform.,Active,,Public Review Ballot,2017/4/25,2017/5/8,,Iris Clark Oracle,Mark Reinhold Oracle,
380,Bean Validation 2.0,This JSR aims at evolving the Bean Validation specification by leveraging Java 8 language constructs for the purposes of validation.,Active,,Public Review Ballot,2017/5/30,2017/6/12,,Gunnar Morling Red Hat,,
901,JavaTM Language Specification,This specification includes all changes clarifications and amendments made to the JavaTM programming language since the publication of the first edition of the language specification.,Maintenance,,Maintenance Release,2011/8/5,,,Alex Buckley Oracle,,
902,JavaTM Servlet API Specification Version 2.2 Errata Sheet 4/1/2000,Maintenance revision for the JavaTM Servlet API Specification version 2.2.,Maintenance,,Maintenance Review,2000/4/12,2000/5/12,,Danny Coward Oracle,,
903,JavaTM Servlet API Specification Version 2.2 Errata Sheet 4/27/2000,Maintenance revision for the JavaTM Servlet API Specification version 2.2.,Maintenance,,Maintenance Review,2000/5/5,2000/6/5,,Danny Coward Oracle,,
904,JavaMailTM Specification,Maintenance revision 1.2 for the JavaMailTM API.,Maintenance,,Maintenance Review,2000/5/25,2000/6/25,,William Shannon Oracle,,
905,Enterprise JavaBeansTM Specification Version 1.1 Errata Sheet 5/4/2000,Maintenance revision for the Enterprise JavaBeansTM Specification version 1.1.,Maintenance,,Maintenance Review,2000/5/8,2000/6/8,,Linda Demichiel Oracle,,
906,JavaServer PagesTM Specification Version 1.1 Errata Sheet 2000.04.28,The Errata Sheet for 2000.04.28.,Maintenance,,Maintenance Review,2000/6/6,2000/7/6,,Eduardo Pelegri-Llopart Sun Microsystems Inc.,,
907,JavaTM Transaction API (JTA),Revisions to the JTA specification.,Maintenance,,Maintenance Release,2013/6/17,,,Paul Parkinson Oracle,,
908,JavaTM Media Framework version 2.0 - Minor changes,Minor changes to the RTP section.,Maintenance,,Maintenance Draft Review,2000/9/20,2000/10/20,,Marc Owerfeldt Sun Microsystems Inc.,,
909,JavaTM Specification Participation Agreement,The Maintenance Review of the JSPA revisions.,Maintenance,,Maintenance Draft Review,2000/11/3,2000/12/5,,Jonathan Nimer Sun Microsystems Inc.,,
910,JDBC 2.1 Errata Sheet,Errata Sheet of JDBC 2.1 for Maintenance review.,Maintenance,,Maintenance Draft Review,2000/12/20,2001/1/18,,Lance Andersen Oracle,,
911,API Specification Differences in Ladybird,This details the specification differences between Ladybird and Kestrel.,Maintenance,,Maintenance Draft Review,2001/2/21,2001/3/23,,Alan Sommerer Sun Microsystems Inc.,,
912,Java 3DTM API 1.3,Version 1.3 of the Java 3D API.,Maintenance,,Maintenance Draft Review 3,2001/11/21,2002/2/11,,Kevin Rushforth Sun Microsystems Inc.,,
913,JCP 2.0,This is the Maintenance Revision of the JCP 2.0 EC Voting rules.,Maintenance,,Maintenance Draft Review,2001/5/8,2001/6/11,,Patrick Curran Oracle,,
914,JavaTM Message Service (JMS) API,JavaTM Message Service API Errata.,Final,,Final Release,2003/12/2,,,Nigel Deakin Oracle,,
915,J2SETM 1.4 (Merlin) Maintenance Review,"Details of specification changes made in version 1.4 (""Merlin"") of the JavaTM 2 Platform Standard Edition.",Maintenance,,Maintenance Draft Review,2001/7/26,2001/8/27,,Alan Sommerer Sun Microsystems Inc.,,
916,J2SETM 1.4 (Merlin) Beta 2 Maintenance Review,"Details of specification changes made in version 1.4 (""Merlin"") of the JavaTM 2 Platform Standard Edition.",Maintenance,,Maintenance Draft Review,2001/10/1,2001/11/5,,Alan Sommerer Sun Microsystems Inc.,,
917,J2SETM 1.4 (Merlin) Beta 3 Maintenance Review,"Details of specification changes made in version 1.4 (""Merlin"") of the JavaTM 2 Platform Standard Edition.",Maintenance,,Maintenance Draft Review,2001/11/7,2001/12/10,,Alan Sommerer Sun Microsystems Inc.,,
918,J2SETM 1.4 Release Candidate,Define the major features of the J2SETM 1.4 release.,Maintenance,,Maintenance Draft Review,2002/1/8,2002/2/11,,Alan Sommerer Sun Microsystems Inc.,,
919,JavaMailTM,A description of the new APIs that are being introduced in JavaMail.,Maintenance,,Maintenance Release 2,2013/6/10,,,William Shannon Oracle,,
920,JMF 2.1.1.,Maintenance Review of the JMF specification version 2.1.1.,Maintenance,,Maintenance Draft Review,2002/4/26,2002/5/28,,Babu Srinivasan Sun Microsystems Inc.,,
921,Implementing Enterprise Web Services 1.1,This is a Maintenance Revision of the Implementing Enterprise Web Services 1.1 Specification.,Final,,Final Release,2004/1/23,,,Dhiru Pandey Sun Microsystems Inc.,,
922,JavaTM Communication API,Maintenance version of the Java Communication API specificationversion 2.0.3,Withdrawn,Withdrawn after it became clear that changes were to the implementation not the specification.,Withdrawn,,,2002/12/4,Vincent Zhang Sun Microsystems Inc.,,
923,J2SETM 1.4.2 (Mantis) Beta,"Descriptions of specification changes being made in version 1.4.2 (""Mantis"") of the JavaTM 2 Platform Standard Edition (J2SETM).",Maintenance,,Maintenance Draft Review,2003/4/4,2003/5/5,,Danny Coward Oracle,,
924,JavaTM Virtual Machine Specification,Maintenance review of changes to the JavaTM Virtual Machine Specification Second Edition for J2SE 1.5,Maintenance,,Maintenance Release,2011/8/5,,,Alex Buckley Oracle,,
925,JavaBeansTM Activation Framework 1.1,JavaBeans Activation Framework 1.1 proposes a few minor changes to the JAF APIs to address the most commonly requested enhancements.,Active,,Maintenance Review Ballot,2017/4/18,2017/5/1,,William Shannon Oracle,,
926,Java 3DTM,Maintenance of the Java 3D specification.,Maintenance,,Maintenance Release 2,2007/1/18,,,Kevin Rushforth Sun Microsystems Inc.,,
927,JavaTM TV API 1.1,The maintenance of the Java TV specification.,Maintenance,,Maintenance Release 2,2008/10/20,,,Michael Lagally Oracle,Jens Paetzold Oracle,
